,estado,municipio,codigo
1433,Paraíba,São José dos Cordeiros,2514800
1434,Paraíba,São José dos Ramos,2514453
1435,Paraíba,São Mamede,2514909
1436,Paraíba,São Miguel de Taipu,2515005
1437,Paraíba,São Sebastião de Lagoa de Roça,2515104
1438,Paraíba,São Sebastião do Umbuzeiro,2515203
1439,Paraíba,São Vicente do Seridó,2515401
1440,Paraíba,Sapé,2515302
1441,Paraíba,Serra Branca,2515500
1442,Paraíba,Serra da Raiz,2515609
1443,Paraíba,Serra Grande,2515708
1444,Paraíba,Serra Redonda,2515807
1445,Paraíba,Serraria,2515906
1446,Paraíba,Sertãozinho,2515930
1447,Paraíba,Sobrado,2515971
1448,Paraíba,Solânea,2516003
1449,Paraíba,Soledade,2516102
1450,Paraíba,Sossêgo,2516151
1451,Paraíba,Sousa,2516201
1452,Paraíba,Sumé,2516300
1453,Paraíba,Tacima,2516409
1454,Paraíba,Taperoá,2516508
1455,Paraíba,Tavares,2516607
1456,Paraíba,Teixeira,2516706
1457,Paraíba,Tenório,2516755
1458,Paraíba,Triunfo,2516805
1459,Paraíba,Uiraúna,2516904
1460,Paraíba,Umbuzeiro,2517001
1461,Paraíba,Várzea,2517100
1462,Paraíba,Vieirópolis,2517209
1463,Paraíba,Vista Serrana,2505501
1464,Paraíba,Zabelê,2517407
1465,Pernambuco,Abreu e Lima,2600054
1466,Pernambuco,Afogados da Ingazeira,2600104
1467,Pernambuco,Afrânio,2600203
1468,Pernambuco,Agrestina,2600302
1469,Pernambuco,Água Preta,2600401
1470,Pernambuco,Águas Belas,2600500
1471,Pernambuco,Alagoinha,2600609
1472,Pernambuco,Aliança,2600708
1473,Pernambuco,Altinho,2600807
1474,Pernambuco,Amaraji,2600906
1475,Pernambuco,Angelim,2601003
1476,Pernambuco,Araçoiaba,2601052
1477,Pernambuco,Araripina,2601102
1478,Pernambuco,Arcoverde,2601201
1479,Pernambuco,Barra de Guabiraba,2601300
1480,Pernambuco,Barreiros,2601409
1481,Pernambuco,Belém de Maria,2601508
1482,Pernambuco,Belém do São Francisco,2601607
1483,Pernambuco,Belo Jardim,2601706
1484,Pernambuco,Betânia,2601805
1485,Pernambuco,Bezerros,2601904
1486,Pernambuco,Bodocó,2602001
1487,Pernambuco,Bom Conselho,2602100
1488,Pernambuco,Bom Jardim,2602209
1489,Pernambuco,Bonito,2602308
1490,Pernambuco,Brejão,2602407
1491,Pernambuco,Brejinho,2602506
1492,Pernambuco,Brejo da Madre de Deus,2602605
1493,Pernambuco,Buenos Aires,2602704
1494,Pernambuco,Buíque,2602803
1495,Pernambuco,Cabo de Santo Agostinho,2602902
1496,Pernambuco,Cabrobó,2603009
1497,Pernambuco,Cachoeirinha,2603108
1498,Pernambuco,Caetés,2603207
1499,Pernambuco,Calçado,2603306
1500,Pernambuco,Calumbi,2603405
1501,Pernambuco,Camaragibe,2603454
1502,Pernambuco,Camocim de São Félix,2603504
1503,Pernambuco,Camutanga,2603603
1504,Pernambuco,Canhotinho,2603702
1505,Pernambuco,Capoeiras,2603801
1506,Pernambuco,Carnaíba,2603900
1507,Pernambuco,Carnaubeira da Penha,2603926
1508,Pernambuco,Carpina,2604007
1509,Pernambuco,Caruaru,2604106
1510,Pernambuco,Casinhas,2604155
1511,Pernambuco,Catende,2604205
1512,Pernambuco,Cedro,2604304
1513,Pernambuco,Chã de Alegria,2604403
1514,Pernambuco,Chã Grande,2604502
1515,Pernambuco,Condado,2604601
1516,Pernambuco,Correntes,2604700
1517,Pernambuco,Cortês,2604809
1518,Pernambuco,Cumaru,2604908
1519,Pernambuco,Cupira,2605004
1520,Pernambuco,Custódia,2605103
1521,Pernambuco,Dormentes,2605152
1522,Pernambuco,Escada,2605202
1523,Pernambuco,Exu,2605301
1524,Pernambuco,Feira Nova,2605400
1525,Pernambuco,Fernando de Noronha,2605459
1526,Pernambuco,Ferreiros,2605509
1527,Pernambuco,Flores,2605608
1528,Pernambuco,Floresta,2605707
1529,Pernambuco,Frei Miguelinho,2605806
1530,Pernambuco,Gameleira,2605905
1531,Pernambuco,Garanhuns,2606002
1532,Pernambuco,Glória do Goitá,2606101
1533,Pernambuco,Goiana,2606200
1534,Pernambuco,Granito,2606309
1535,Pernambuco,Gravatá,2606408
1536,Pernambuco,Iati,2606507
1537,Pernambuco,Ibimirim,2606606
1538,Pernambuco,Ibirajuba,2606705
1539,Pernambuco,Igarassu,2606804
1540,Pernambuco,Iguaracy,2606903
1541,Pernambuco,Ilha de Itamaracá,2607604
1542,Pernambuco,Inajá,2607000
1543,Pernambuco,Ingazeira,2607109
1544,Pernambuco,Ipojuca,2607208
1545,Pernambuco,Ipubi,2607307
1546,Pernambuco,Itacuruba,2607406
1547,Pernambuco,Itaíba,2607505
1548,Pernambuco,Itambé,2607653
1549,Pernambuco,Itapetim,2607703
1550,Pernambuco,Itapissuma,2607752
1551,Pernambuco,Itaquitinga,2607802
1552,Pernambuco,Jaboatão dos Guararapes,2607901
1553,Pernambuco,Jaqueira,2607950
1554,Pernambuco,Jataúba,2608008
1555,Pernambuco,Jatobá,2608057
1556,Pernambuco,João Alfredo,2608107
1557,Pernambuco,Joaquim Nabuco,2608206
1558,Pernambuco,Jucati,2608255
1559,Pernambuco,Jupi,2608305
1560,Pernambuco,Jurema,2608404
1561,Pernambuco,Lagoa de Itaenga,2608503
1562,Pernambuco,Lagoa do Carro,2608453
1563,Pernambuco,Lagoa do Ouro,2608602
1564,Pernambuco,Lagoa dos Gatos,2608701
1565,Pernambuco,Lagoa Grande,2608750
1566,Pernambuco,Lajedo,2608800
1567,Pernambuco,Limoeiro,2608909
1568,Pernambuco,Macaparana,2609006
1569,Pernambuco,Machados,2609105
1570,Pernambuco,Manari,2609154
1571,Pernambuco,Maraial,2609204
1572,Pernambuco,Mirandiba,2609303
1573,Pernambuco,Moreilândia,2614303
1574,Pernambuco,Moreno,2609402
1575,Pernambuco,Nazaré da Mata,2609501
1576,Pernambuco,Olinda,2609600
1577,Pernambuco,Orobó,2609709
1578,Pernambuco,Orocó,2609808
1579,Pernambuco,Ouricuri,2609907
1580,Pernambuco,Palmares,2610004
1581,Pernambuco,Palmeirina,2610103
1582,Pernambuco,Panelas,2610202
1583,Pernambuco,Paranatama,2610301
1584,Pernambuco,Parnamirim,2610400
1585,Pernambuco,Passira,2610509
1586,Pernambuco,Paudalho,2610608
1587,Pernambuco,Paulista,2610707
1588,Pernambuco,Pedra,2610806
1589,Pernambuco,Pesqueira,2610905
1590,Pernambuco,Petrolândia,2611002
1591,Pernambuco,Petrolina,2611101
1592,Pernambuco,Poção,2611200
1593,Pernambuco,Pombos,2611309
1594,Pernambuco,Primavera,2611408
1595,Pernambuco,Quipapá,2611507
1596,Pernambuco,Quixaba,2611533
1597,Pernambuco,Recife,2611606
1598,Pernambuco,Riacho das Almas,2611705
1599,Pernambuco,Ribeirão,2611804
1600,Pernambuco,Rio Formoso,2611903
1601,Pernambuco,Sairé,2612000
1602,Pernambuco,Salgadinho,2612109
1603,Pernambuco,Salgueiro,2612208
1604,Pernambuco,Saloá,2612307
1605,Pernambuco,Sanharó,2612406
1606,Pernambuco,Santa Cruz,2612455
1607,Pernambuco,Santa Cruz da Baixa Verde,2612471
1608,Pernambuco,Santa Cruz do Capibaribe,2612505
1609,Pernambuco,Santa Filomena,2612554
1610,Pernambuco,Santa Maria da Boa Vista,2612604
1611,Pernambuco,Santa Maria do Cambucá,2612703
1612,Pernambuco,Santa Terezinha,2612802
1613,Pernambuco,São Benedito do Sul,2612901
1614,Pernambuco,São Bento do Una,2613008
1615,Pernambuco,São Caitano,2613107
1616,Pernambuco,São João,2613206
1617,Pernambuco,São Joaquim do Monte,2613305
1618,Pernambuco,São José da Coroa Grande,2613404
1619,Pernambuco,São José do Belmonte,2613503
1620,Pernambuco,São José do Egito,2613602
1621,Pernambuco,São Lourenço da Mata,2613701
1622,Pernambuco,São Vicente Férrer,2613800
1623,Pernambuco,Serra Talhada,2613909
1624,Pernambuco,Serrita,2614006
1625,Pernambuco,Sertânia,2614105
1626,Pernambuco,Sirinhaém,2614204
1627,Pernambuco,Solidão,2614402
1628,Pernambuco,Surubim,2614501
1629,Pernambuco,Tabira,2614600
1630,Pernambuco,Tacaimbó,2614709
1631,Pernambuco,Tacaratu,2614808
1632,Pernambuco,Tamandaré,2614857
1633,Pernambuco,Taquaritinga do Norte,2615003
1634,Pernambuco,Terezinha,2615102
1635,Pernambuco,Terra Nova,2615201
1636,Pernambuco,Timbaúba,2615300
1637,Pernambuco,Toritama,2615409
1638,Pernambuco,Tracunhaém,2615508
1639,Pernambuco,Trindade,2615607
1640,Pernambuco,Triunfo,2615706
1641,Pernambuco,Tupanatinga,2615805
1642,Pernambuco,Tuparetama,2615904
1643,Pernambuco,Venturosa,2616001
1644,Pernambuco,Verdejante,2616100
1645,Pernambuco,Vertente do Lério,2616183
1646,Pernambuco,Vertentes,2616209
1647,Pernambuco,Vicência,2616308
1648,Pernambuco,Vitória de Santo Antão,2616407
1649,Pernambuco,Xexéu,2616506
1650,Alagoas,Água Branca,2700102
1651,Alagoas,Anadia,2700201
1652,Alagoas,Arapiraca,2700300
1653,Alagoas,Atalaia,2700409
1654,Alagoas,Barra de Santo Antônio,2700508
1655,Alagoas,Barra de São Miguel,2700607
1656,Alagoas,Batalha,2700706
1657,Alagoas,Belém,2700805
1658,Alagoas,Belo Monte,2700904
1659,Alagoas,Boca da Mata,2701001
1660,Alagoas,Branquinha,2701100
1661,Alagoas,Cacimbinhas,2701209
1662,Alagoas,Cajueiro,2701308
1663,Alagoas,Campestre,2701357
1664,Alagoas,Campo Alegre,2701407
1665,Alagoas,Campo Grande,2701506
1666,Alagoas,Canapi,2701605
1667,Alagoas,Capela,2701704
1668,Alagoas,Carneiros,2701803
1669,Alagoas,Chã Preta,2701902
1670,Alagoas,Coité do Nóia,2702009
1671,Alagoas,Colônia Leopoldina,2702108
1672,Alagoas,Coqueiro Seco,2702207
1673,Alagoas,Coruripe,2702306
1674,Alagoas,Craíbas,2702355
1675,Alagoas,Delmiro Gouveia,2702405
1676,Alagoas,Dois Riachos,2702504
1677,Alagoas,Estrela de Alagoas,2702553
1678,Alagoas,Feira Grande,2702603
1679,Alagoas,Feliz Deserto,2702702
1680,Alagoas,Flexeiras,2702801
1681,Alagoas,Girau do Ponciano,2702900
1682,Alagoas,Ibateguara,2703007
1683,Alagoas,Igaci,2703106
1684,Alagoas,Igreja Nova,2703205
1685,Alagoas,Inhapi,2703304
1686,Alagoas,Jacaré dos Homens,2703403
1687,Alagoas,Jacuípe,2703502
1688,Alagoas,Japaratinga,2703601
1689,Alagoas,Jaramataia,2703700
1690,Alagoas,Jequiá da Praia,2703759
1691,Alagoas,Joaquim Gomes,2703809
1692,Alagoas,Jundiá,2703908
1693,Alagoas,Junqueiro,2704005
1694,Alagoas,Lagoa da Canoa,2704104
1695,Alagoas,Limoeiro de Anadia,2704203
1696,Alagoas,Maceió,2704302
1697,Alagoas,Major Isidoro,2704401
1698,Alagoas,Mar Vermelho,2704906
1699,Alagoas,Maragogi,2704500
1700,Alagoas,Maravilha,2704609
1701,Alagoas,Marechal Deodoro,2704708
1702,Alagoas,Maribondo,2704807
1703,Alagoas,Mata Grande,2705002
1704,Alagoas,Matriz de Camaragibe,2705101
1705,Alagoas,Messias,2705200
1706,Alagoas,Minador do Negrão,2705309
1707,Alagoas,Monteirópolis,2705408
1708,Alagoas,Murici,2705507
1709,Alagoas,Novo Lino,2705606
1710,Alagoas,Olho d'Água das Flores,2705705
1711,Alagoas,Olho d'Água do Casado,2705804
1712,Alagoas,Olho d'Água Grande,2705903
1713,Alagoas,Olivença,2706000
1714,Alagoas,Ouro Branco,2706109
1715,Alagoas,Palestina,2706208
1716,Alagoas,Palmeira dos Índios,2706307
1717,Alagoas,Pão de Açúcar,2706406
1718,Alagoas,Pariconha,2706422
1719,Alagoas,Paripueira,2706448
1720,Alagoas,Passo de Camaragibe,2706505
1721,Alagoas,Paulo Jacinto,2706604
1722,Alagoas,Penedo,2706703
1723,Alagoas,Piaçabuçu,2706802
1724,Alagoas,Pilar,2706901
1725,Alagoas,Pindoba,2707008
1726,Alagoas,Piranhas,2707107
1727,Alagoas,Poço das Trincheiras,2707206
1728,Alagoas,Porto Calvo,2707305
1729,Alagoas,Porto de Pedras,2707404
1730,Alagoas,Porto Real do Colégio,2707503
1731,Alagoas,Quebrangulo,2707602
1732,Alagoas,Rio Largo,2707701
1733,Alagoas,Roteiro,2707800
1734,Alagoas,Santa Luzia do Norte,2707909
1735,Alagoas,Santana do Ipanema,2708006
1736,Alagoas,Santana do Mundaú,2708105
1737,Alagoas,São Brás,2708204
1738,Alagoas,São José da Laje,2708303
1739,Alagoas,São José da Tapera,2708402
1740,Alagoas,São Luís do Quitunde,2708501
1741,Alagoas,São Miguel dos Campos,2708600
1742,Alagoas,São Miguel dos Milagres,2708709
1743,Alagoas,São Sebastião,2708808
1744,Alagoas,Satuba,2708907
1745,Alagoas,Senador Rui Palmeira,2708956
1746,Alagoas,Tanque d'Arca,2709004
1747,Alagoas,Taquarana,2709103
1748,Alagoas,Teotônio Vilela,2709152
1749,Alagoas,Traipu,2709202
1750,Alagoas,União dos Palmares,2709301
1751,Alagoas,Viçosa,2709400
1752,Sergipe,Amparo do São Francisco,2800100
1753,Sergipe,Aquidabã,2800209
1754,Sergipe,Aracaju,2800308
1755,Sergipe,Arauá,2800407
1756,Sergipe,Areia Branca,2800506
1757,Sergipe,Barra dos Coqueiros,2800605
1758,Sergipe,Boquim,2800670
1759,Sergipe,Brejo Grande,2800704
1760,Sergipe,Campo do Brito,2801009
1761,Sergipe,Canhoba,2801108
1762,Sergipe,Canindé de São Francisco,2801207
1763,Sergipe,Capela,2801306
1764,Sergipe,Carira,2801405
1765,Sergipe,Carmópolis,2801504
1766,Sergipe,Cedro de São João,2801603
1767,Sergipe,Cristinápolis,2801702
1768,Sergipe,Cumbe,2801900
1769,Sergipe,Divina Pastora,2802007
1770,Sergipe,Estância,2802106
1771,Sergipe,Feira Nova,2802205
1772,Sergipe,Frei Paulo,2802304
1773,Sergipe,Gararu,2802403
1774,Sergipe,General Maynard,2802502
1775,Sergipe,Gracho Cardoso,2802601
1776,Sergipe,Ilha das Flores,2802700
1777,Sergipe,Indiaroba,2802809
1778,Sergipe,Itabaiana,2802908
1779,Sergipe,Itabaianinha,2803005
1780,Sergipe,Itabi,2803104
1781,Sergipe,Itaporanga d'Ajuda,2803203
1782,Sergipe,Japaratuba,2803302
1783,Sergipe,Japoatã,2803401
1784,Sergipe,Lagarto,2803500
1785,Sergipe,Laranjeiras,2803609
1786,Sergipe,Macambira,2803708
1787,Sergipe,Malhada dos Bois,2803807
1788,Sergipe,Malhador,2803906
1789,Sergipe,Maruim,2804003
1790,Sergipe,Moita Bonita,2804102
1791,Sergipe,Monte Alegre de Sergipe,2804201
1792,Sergipe,Muribeca,2804300
1793,Sergipe,Neópolis,2804409
1794,Sergipe,Nossa Senhora Aparecida,2804458
1795,Sergipe,Nossa Senhora da Glória,2804508
1796,Sergipe,Nossa Senhora das Dores,2804607
1797,Sergipe,Nossa Senhora de Lourdes,2804706
1798,Sergipe,Nossa Senhora do Socorro,2804805
1799,Sergipe,Pacatuba,2804904
1800,Sergipe,Pedra Mole,2805000
1801,Sergipe,Pedrinhas,2805109
1802,Sergipe,Pinhão,2805208
1803,Sergipe,Pirambu,2805307
1804,Sergipe,Poço Redondo,2805406
1805,Sergipe,Poço Verde,2805505
1806,Sergipe,Porto da Folha,2805604
1807,Sergipe,Propriá,2805703
1808,Sergipe,Riachão do Dantas,2805802
1809,Sergipe,Riachuelo,2805901
1810,Sergipe,Ribeirópolis,2806008
1811,Sergipe,Rosário do Catete,2806107
1812,Sergipe,Salgado,2806206
1813,Sergipe,Santa Luzia do Itanhy,2806305
1814,Sergipe,Santa Rosa de Lima,2806503
1815,Sergipe,Santana do São Francisco,2806404
1816,Sergipe,Santo Amaro das Brotas,2806602
1817,Sergipe,São Cristóvão,2806701
1818,Sergipe,São Domingos,2806800
1819,Sergipe,São Francisco,2806909
1820,Sergipe,São Miguel do Aleixo,2807006
1821,Sergipe,Simão Dias,2807105
1822,Sergipe,Siriri,2807204
1823,Sergipe,Telha,2807303
1824,Sergipe,Tobias Barreto,2807402
1825,Sergipe,Tomar do Geru,2807501
1826,Sergipe,Umbaúba,2807600
1827,Bahia,Abaíra,2900108
1828,Bahia,Abaré,2900207
1829,Bahia,Acajutiba,2900306
1830,Bahia,Adustina,2900355
1831,Bahia,Água Fria,2900405
1832,Bahia,Aiquara,2900603
1833,Bahia,Alagoinhas,2900702
1834,Bahia,Alcobaça,2900801
1835,Bahia,Almadina,2900900
1836,Bahia,Amargosa,2901007
1837,Bahia,Amélia Rodrigues,2901106
1838,Bahia,América Dourada,2901155
1839,Bahia,Anagé,2901205
1840,Bahia,Andaraí,2901304
1841,Bahia,Andorinha,2901353
1842,Bahia,Angical,2901403
1843,Bahia,Anguera,2901502
1844,Bahia,Antas,2901601
1845,Bahia,Antônio Cardoso,2901700
1846,Bahia,Antônio Gonçalves,2901809
1847,Bahia,Aporá,2901908
1848,Bahia,Apuarema,2901957
1849,Bahia,Araçás,2902054
1850,Bahia,Aracatu,2902005
1851,Bahia,Araci,2902104
1852,Bahia,Aramari,2902203
1853,Bahia,Arataca,2902252
1854,Bahia,Aratuípe,2902302
1855,Bahia,Aurelino Leal,2902401
1856,Bahia,Baianópolis,2902500
1857,Bahia,Baixa Grande,2902609
1858,Bahia,Banzaê,2902658
1859,Bahia,Barra,2902708
1860,Bahia,Barra da Estiva,2902807
1861,Bahia,Barra do Choça,2902906
1862,Bahia,Barra do Mendes,2903003
1863,Bahia,Barra do Rocha,2903102
1864,Bahia,Barreiras,2903201
1865,Bahia,Barro Alto,2903235
1866,Bahia,Barro Preto,2903300
1867,Bahia,Barrocas,2903276
1868,Bahia,Belmonte,2903409
1869,Bahia,Belo Campo,2903508
1870,Bahia,Biritinga,2903607
1871,Bahia,Boa Nova,2903706
1872,Bahia,Boa Vista do Tupim,2903805
1873,Bahia,Bom Jesus da Lapa,2903904
1874,Bahia,Bom Jesus da Serra,2903953
1875,Bahia,Boninal,2904001
1876,Bahia,Bonito,2904050
1877,Bahia,Boquira,2904100
1878,Bahia,Botuporã,2904209
1879,Bahia,Brejões,2904308
1880,Bahia,Brejolândia,2904407
1881,Bahia,Brotas de Macaúbas,2904506
1882,Bahia,Brumado,2904605
1883,Bahia,Buerarema,2904704
1884,Bahia,Buritirama,2904753
1885,Bahia,Caatiba,2904803
1886,Bahia,Cabaceiras do Paraguaçu,2904852
1887,Bahia,Cachoeira,2904902
1888,Bahia,Caculé,2905008
1889,Bahia,Caém,2905107
1890,Bahia,Caetanos,2905156
1891,Bahia,Caetité,2905206
1892,Bahia,Cafarnaum,2905305
1893,Bahia,Cairu,2905404
1894,Bahia,Caldeirão Grande,2905503
1895,Bahia,Camacan,2905602
1896,Bahia,Camaçari,2905701
1897,Bahia,Camamu,2905800
1898,Bahia,Campo Alegre de Lourdes,2905909
1899,Bahia,Campo Formoso,2906006
1900,Bahia,Canápolis,2906105
1901,Bahia,Canarana,2906204
1902,Bahia,Canavieiras,2906303
1903,Bahia,Candeal,2906402
1904,Bahia,Candeias,2906501
1905,Bahia,Candiba,2906600
1906,Bahia,Cândido Sales,2906709
1907,Bahia,Cansanção,2906808
1908,Bahia,Canudos,2906824
1909,Bahia,Capela do Alto Alegre,2906857
1910,Bahia,Capim Grosso,2906873
1911,Bahia,Caraíbas,2906899
1912,Bahia,Caravelas,2906907
1913,Bahia,Cardeal da Silva,2907004
1914,Bahia,Carinhanha,2907103
1915,Bahia,Casa Nova,2907202
1916,Bahia,Castro Alves,2907301
1917,Bahia,Catolândia,2907400
1918,Bahia,Catu,2907509
1919,Bahia,Caturama,2907558
1920,Bahia,Central,2907608
1921,Bahia,Chorrochó,2907707
1922,Bahia,Cícero Dantas,2907806
1923,Bahia,Cipó,2907905
1924,Bahia,Coaraci,2908002
1925,Bahia,Cocos,2908101
1926,Bahia,Conceição da Feira,2908200
1927,Bahia,Conceição do Almeida,2908309
1928,Bahia,Conceição do Coité,2908408
1929,Bahia,Conceição do Jacuípe,2908507
1930,Bahia,Conde,2908606
1931,Bahia,Condeúba,2908705
1932,Bahia,Contendas do Sincorá,2908804
1933,Bahia,Coração de Maria,2908903
1934,Bahia,Cordeiros,2909000
1935,Bahia,Coribe,2909109
1936,Bahia,Coronel João Sá,2909208
1937,Bahia,Correntina,2909307
1938,Bahia,Cotegipe,2909406
1939,Bahia,Cravolândia,2909505
1940,Bahia,Crisópolis,2909604
1941,Bahia,Cristópolis,2909703
1942,Bahia,Cruz das Almas,2909802
1943,Bahia,Curaçá,2909901
1944,Bahia,Dário Meira,2910008
1945,Bahia,Dias d'Ávila,2910057
1946,Bahia,Dom Basílio,2910107
1947,Bahia,Dom Macedo Costa,2910206
1948,Bahia,Elísio Medrado,2910305
1949,Bahia,Encruzilhada,2910404
1950,Bahia,Entre Rios,2910503
1951,Bahia,Érico Cardoso,2900504
1952,Bahia,Esplanada,2910602
1953,Bahia,Euclides da Cunha,2910701
1954,Bahia,Eunápolis,2910727
1955,Bahia,Fátima,2910750
1956,Bahia,Feira da Mata,2910776
1957,Bahia,Feira de Santana,2910800
1958,Bahia,Filadélfia,2910859
1959,Bahia,Firmino Alves,2910909
1960,Bahia,Floresta Azul,2911006
1961,Bahia,Formosa do Rio Preto,2911105
1962,Bahia,Gandu,2911204
1963,Bahia,Gavião,2911253
1964,Bahia,Gentio do Ouro,2911303
1965,Bahia,Glória,2911402
1966,Bahia,Gongogi,2911501
1967,Bahia,Governador Mangabeira,2911600
1968,Bahia,Guajeru,2911659
1969,Bahia,Guanambi,2911709
1970,Bahia,Guaratinga,2911808
1971,Bahia,Heliópolis,2911857
1972,Bahia,Iaçu,2911907
1973,Bahia,Ibiassucê,2912004
1974,Bahia,Ibicaraí,2912103
1975,Bahia,Ibicoara,2912202
1976,Bahia,Ibicuí,2912301
1977,Bahia,Ibipeba,2912400
1978,Bahia,Ibipitanga,2912509
1979,Bahia,Ibiquera,2912608
1980,Bahia,Ibirapitanga,2912707
1981,Bahia,Ibirapuã,2912806
1982,Bahia,Ibirataia,2912905
1983,Bahia,Ibitiara,2913002
1984,Bahia,Ibititá,2913101
1985,Bahia,Ibotirama,2913200
1986,Bahia,Ichu,2913309
1987,Bahia,Igaporã,2913408
1988,Bahia,Igrapiúna,2913457
1989,Bahia,Iguaí,2913507
1990,Bahia,Ilhéus,2913606
1991,Bahia,Inhambupe,2913705
1992,Bahia,Ipecaetá,2913804
1993,Bahia,Ipiaú,2913903
1994,Bahia,Ipirá,2914000
1995,Bahia,Ipupiara,2914109
1996,Bahia,Irajuba,2914208
1997,Bahia,Iramaia,2914307
1998,Bahia,Iraquara,2914406
1999,Bahia,Irará,2914505
2000,Bahia,Irecê,2914604
2001,Bahia,Itabela,2914653
2002,Bahia,Itaberaba,2914703
2003,Bahia,Itabuna,2914802
2004,Bahia,Itacaré,2914901
2005,Bahia,Itaeté,2915007
2006,Bahia,Itagi,2915106
2007,Bahia,Itagibá,2915205
2008,Bahia,Itagimirim,2915304
2009,Bahia,Itaguaçu da Bahia,2915353
2010,Bahia,Itaju do Colônia,2915403
2011,Bahia,Itajuípe,2915502
2012,Bahia,Itamaraju,2915601
2013,Bahia,Itamari,2915700
2014,Bahia,Itambé,2915809
2015,Bahia,Itanagra,2915908
2016,Bahia,Itanhém,2916005
2017,Bahia,Itaparica,2916104
2018,Bahia,Itapé,2916203
2019,Bahia,Itapebi,2916302
2020,Bahia,Itapetinga,2916401
2021,Bahia,Itapicuru,2916500
2022,Bahia,Itapitanga,2916609
2023,Bahia,Itaquara,2916708
2024,Bahia,Itarantim,2916807
2025,Bahia,Itatim,2916856
2026,Bahia,Itiruçu,2916906
2027,Bahia,Itiúba,2917003
2028,Bahia,Itororó,2917102
2029,Bahia,Ituaçu,2917201
2030,Bahia,Ituberá,2917300
2031,Bahia,Iuiu,2917334
2032,Bahia,Jaborandi,2917359
2033,Bahia,Jacaraci,2917409
2034,Bahia,Jacobina,2917508
2035,Bahia,Jaguaquara,2917607
2036,Bahia,Jaguarari,2917706
2037,Bahia,Jaguaripe,2917805
2038,Bahia,Jandaíra,2917904
2039,Bahia,Jequié,2918001
2040,Bahia,Jeremoabo,2918100
2041,Bahia,Jiquiriçá,2918209
2042,Bahia,Jitaúna,2918308
2043,Bahia,João Dourado,2918357
2044,Bahia,Juazeiro,2918407
2045,Bahia,Jucuruçu,2918456
2046,Bahia,Jussara,2918506
2047,Bahia,Jussari,2918555
2048,Bahia,Jussiape,2918605
2049,Bahia,Lafaiete Coutinho,2918704
2050,Bahia,Lagoa Real,2918753
2051,Bahia,Laje,2918803
2052,Bahia,Lajedão,2918902
2053,Bahia,Lajedinho,2919009
2054,Bahia,Lajedo do Tabocal,2919058
2055,Bahia,Lamarão,2919108
2056,Bahia,Lapão,2919157
2057,Bahia,Lauro de Freitas,2919207
2058,Bahia,Lençóis,2919306
2059,Bahia,Licínio de Almeida,2919405
2060,Bahia,Livramento de Nossa Senhora,2919504
2061,Bahia,Luís Eduardo Magalhães,2919553
2062,Bahia,Macajuba,2919603
2063,Bahia,Macarani,2919702
2064,Bahia,Macaúbas,2919801
2065,Bahia,Macururé,2919900
2066,Bahia,Madre de Deus,2919926
2067,Bahia,Maetinga,2919959
2068,Bahia,Maiquinique,2920007
2069,Bahia,Mairi,2920106
2070,Bahia,Malhada,2920205
2071,Bahia,Malhada de Pedras,2920304
2072,Bahia,Manoel Vitorino,2920403
2073,Bahia,Mansidão,2920452
2074,Bahia,Maracás,2920502
2075,Bahia,Maragogipe,2920601
2076,Bahia,Maraú,2920700
2077,Bahia,Marcionílio Souza,2920809
2078,Bahia,Mascote,2920908
2079,Bahia,Mata de São João,2921005
2080,Bahia,Matina,2921054
2081,Bahia,Medeiros Neto,2921104
2082,Bahia,Miguel Calmon,2921203
2083,Bahia,Milagres,2921302
2084,Bahia,Mirangaba,2921401
2085,Bahia,Mirante,2921450
2086,Bahia,Monte Santo,2921500
2087,Bahia,Morpará,2921609
2088,Bahia,Morro do Chapéu,2921708
2089,Bahia,Mortugaba,2921807
2090,Bahia,Mucugê,2921906
2091,Bahia,Mucuri,2922003
2092,Bahia,Mulungu do Morro,2922052
2093,Bahia,Mundo Novo,2922102
2094,Bahia,Muniz Ferreira,2922201
2095,Bahia,Muquém do São Francisco,2922250
2096,Bahia,Muritiba,2922300
2097,Bahia,Mutuípe,2922409
2098,Bahia,Nazaré,2922508
2099,Bahia,Nilo Peçanha,2922607
2100,Bahia,Nordestina,2922656
2101,Bahia,Nova Canaã,2922706
2102,Bahia,Nova Fátima,2922730
2103,Bahia,Nova Ibiá,2922755
2104,Bahia,Nova Itarana,2922805
2105,Bahia,Nova Redenção,2922854
2106,Bahia,Nova Soure,2922904
2107,Bahia,Nova Viçosa,2923001
2108,Bahia,Novo Horizonte,2923035
2109,Bahia,Novo Triunfo,2923050
2110,Bahia,Olindina,2923100
2111,Bahia,Oliveira dos Brejinhos,2923209
2112,Bahia,Ouriçangas,2923308
2113,Bahia,Ourolândia,2923357
2114,Bahia,Palmas de Monte Alto,2923407
2115,Bahia,Palmeiras,2923506
2116,Bahia,Paramirim,2923605
2117,Bahia,Paratinga,2923704
2118,Bahia,Paripiranga,2923803
2119,Bahia,Pau Brasil,2923902
2120,Bahia,Paulo Afonso,2924009
2121,Bahia,Pé de Serra,2924058
2122,Bahia,Pedrão,2924108
2123,Bahia,Pedro Alexandre,2924207
2124,Bahia,Piatã,2924306
2125,Bahia,Pilão Arcado,2924405
2126,Bahia,Pindaí,2924504
